word	gold	predict
King	_	_
Gyanendra	_	_
dismissing	_	_
his	_	_
government	_	_
and	_	_
imposing	_	_
a	_	_
virtual	_	_
absolute	_	_
monarchy	_	_
,	_	_
are	_	_
glaring	_	_
examples	_	_
of	_	_
intelligence	_	_
failure	_	_
.	_	_
+	_	_
The	_	_
inability	_	_
to	_	_
foresee	_	_
in	_	_
advance	_	_
the	_	_
assassination	_	_
attempt	_	_
on	_	_
the	_	_
pro-India	_	_
political	_	_
leader	_	_
and	_	_
former	_	_
Bangladeshi	_	_
prime	_	_
minister	_	_
Sheikh	_	_
Hasina	_	_
Wazed	_	_
last	_	_
August	_	_
21	_	_
at	_	_
a	_	_
political	_	_
rally	_	_
in	_	_
Dhaka	_	_
,	_	_
and	_	_
the	_	_
recent	_	_
"	_	_
coup	_	_
"	_	_
by	_	_
Nepalese	_	_
King	_	_
Gyanendra	_	_
dismissing	_	_
his	_	_
government	_	_
and	_	_
imposing	_	_
a	_	ARG1
virtual	_	_
absolute	_	_
monarchy	_	_
,	_	_
are	_	_
glaring	_	_
examples	_	_
of	_	_
intelligence	_	_
failure	_	_
.	_	_
+	_	_
The	_	_
inability	_	_
to	_	_
foresee	_	_
in	_	_
advance	_	_
the	_	_
assassination	ARG1	_
attempt	_	_
on	_	_
the	_	_
pro-India	_	_
political	_	_
leader	ARGM-GOL	_
and	_	_
former	_	_
Bangladeshi	_	_
prime	_	_
minister	_	_
Sheikh	_	_
Hasina	_	_
Wazed	_	_
last	_	_
August	ARGM-TMP	_
21	_	_
at	_	_
a	_	_
political	_	_
rally	ARGM-LOC	_
in	_	_
Dhaka	_	_
,	_	_
and	_	_
the	_	_
recent	_	_
"	_	_
coup	_	_
"	_	_
by	_	_
Nepalese	_	_
King	_	_
Gyanendra	_	_
dismissing	_	_
his	_	_
government	_	_
and	_	_
imposing	_	_
a	_	_
virtual	_	_
absolute	_	_
monarchy	_	_
,	_	_
are	_	_
glaring	_	_
examples	_	_
of	_	_
intelligence	_	_
failure	_	_
.	_	_
+	_	_
The	_	_
inability	_	_
to	_	_
foresee	_	_
in	_	_
advance	_	_
the	_	_
assassination	_	_
attempt	_	_
on	_	_
the	_	_
pro-India	_	_
political	_	_
leader	_	_
and	_	_
former	_	_
Bangladeshi	_	_
prime	_	_
minister	_	_
Sheikh	_	_
Hasina	_	ARG1
Wazed	_	_
last	_	_
August	_	_
21	_	_
at	_	_
a	_	_
political	ARG2	_
rally	_	_
in	_	_
Dhaka	ARGM-LOC	_
,	_	ARG1
and	_	_
the	_	_
recent	_	_
"	_	_
coup	_	_
"	_	_
by	_	_
Nepalese	_	_
King	_	_
Gyanendra	_	_
dismissing	_	_
his	_	_
government	_	_
and	_	_
imposing	_	_
a	_	_
virtual	_	_
absolute	_	_
monarchy	_	_
,	_	_
are	_	_
glaring	_	_
examples	_	_
of	_	_
intelligence	_	_
failure	_	_
.	_	_
+	_	_
The	_	_
inability	_	_
to	_	_
foresee	_	_
in	_	_
advance	_	_
the	_	_
assassination	_	_
attempt	_	_
on	_	_
the	_	_
pro-India	_	_
political	_	_
leader	_	_
and	_	_
former	_	_
Bangladeshi	_	_
prime	_	_
minister	_	_
Sheikh	_	_
Hasina	_	_
Wazed	_	_
last	_	_
August	_	_
21	_	_
at	_	_
a	_	_
political	_	_
rally	_	_
in	_	_
Dhaka	_	_
,	_	_
and	_	_
the	_	_
recent	_	_
"	_	_
coup	ARG0	_
"	_	_
by	_	_
Nepalese	_	_
King	_	_
Gyanendra	_	_
dismissing	_	_
his	_	_
government	ARG1	_
and	_	_
imposing	_	_
a	_	_
virtual	_	_
absolute	_	_
monarchy	_	_
,	_	_
are	_	_
glaring	_	_
examples	_	_
of	_	_
intelligence	_	_
failure	_	_
.	_	_
+	_	_
The	_	_
inability	_	_
to	_	_
foresee	_	_
in	_	_
advance	_	_
the	_	_
assassination	_	_
attempt	_	_
on	_	_
the	_	_
pro-India	_	_
political	_	_
leader	_	_
and	_	_
former	_	_
Bangladeshi	_	_
prime	_	_
minister	_	_
Sheikh	_	_
Hasina	_	_
Wazed	_	_
last	_	_
August	_	_
21	_	_
at	_	_
a	_	_
political	_	_
rally	_	_
in	_	_
Dhaka	_	_
,	_	_
and	_	_
the	_	_
recent	_	_
"	_	_
coup	ARG0	_
"	_	_
by	_	_
Nepalese	_	_
King	_	_
Gyanendra	_	_
dismissing	_	_
his	_	_
government	_	_
and	_	_
imposing	_	_
a	_	_
virtual	_	_
absolute	_	_
monarchy	ARG1	_
,	_	_
are	_	_
glaring	_	_
examples	_	_
of	_	_
intelligence	_	_
failure	_	_
.	_	_
+	_	_
The	_	_
inability	ARG1	_
to	_	_
foresee	_	_
in	_	_
advance	_	_
the	_	_
assassination	_	_
attempt	_	_
on	_	_
the	_	_
pro-India	_	_
political	_	_
leader	_	_
and	_	_
former	_	_
Bangladeshi	_	_
prime	_	_
minister	_	_
Sheikh	_	_
Hasina	_	_
Wazed	_	_
last	_	_
August	_	_
21	_	_
at	_	_
a	_	_
political	_	_
rally	_	_
in	_	_
Dhaka	_	_
,	_	_
and	_	_
the	_	_
recent	_	_
"	_	_
coup	_	_
"	_	_
by	_	_
Nepalese	_	_
King	_	_
Gyanendra	_	_
dismissing	_	_
his	_	_
government	_	_
and	_	_
imposing	_	_
a	_	_
virtual	_	_
absolute	_	_
monarchy	_	_
,	_	_
are	_	_
glaring	_	_
examples	ARG2	_
of	_	_
intelligence	_	_
failure	_	_
.	_	_
+	_	_
Trouble	_	_
on	_	_
India	_	_
's	_	_
islands	_	_
Ramtanu	_	_
Maitra	_	_
In	_	_
early	_	_
February	ARGM-TMP	_
,	_	_
India	ARG0	_
charged	_	_
34	_	_
Arakan	_	_
separatists	ARG1	_
from	_	_
Myanmar	_	_
with	_	_
hiding	ARG2	_
in	_	_
the	_	_
Landfall	_	_
Islands	_	_
,	_	_
part	_	_
of	_	_
the	_	_
Andaman	_	_
Islands	_	_
group	_	_
(	_	_
see	_	_
end	_	_
note	_	_
)	_	_
.	_	_
In	_	_
early	_	_
February	_	_
,	_	_
India	_	_
charged	_	_
34	_	_
Arakan	_	_
separatists	ARG0	_
from	_	_
Myanmar	_	_
with	_	_
hiding	_	_
in	_	_
the	_	_
Landfall	_	_
Islands	ARGM-LOC	_
,	_	_
part	_	_
of	_	_
the	_	_
Andaman	_	_
Islands	_	_
group	_	_
(	_	_
see	_	_
end	_	_
note	_	_
)	_	_
.	_	_
In	_	_
early	_	_
February	_	_
,	_	_
India	_	_
charged	_	_
34	_	_
Arakan	_	_
separatists	_	_
from	_	_
Myanmar	_	_
with	_	_
hiding	_	_
in	_	_
the	_	_
Landfall	_	_
Islands	_	_
,	_	_
part	_	_
of	_	_
the	_	_
Andaman	_	_
Islands	_	_
group	_	_
(	_	_
see	_	_
end	_	_
note	ARG1	_
)	_	_
.	_	_
These	_	_
alleged	_	_
members	_	_
of	_	_
the	_	_
Arakan	_	_
Army	_	_
,	_	_
the	_	_
military	_	_
wing	_	_
of	_	_
the	_	_
National	_	_
Unity	_	_
Party	_	_
in	_	_
Myanmar	_	_
,	_	_
have	_	_
been	_	_
charged	_	_
with	_	_
illegal	_	_
entry	_	_
.	_	_
These	_	_
alleged	_	_
members	_	_
of	_	_
the	_	_
Arakan	_	_
Army	_	_
,	_	_
the	_	_
military	_	_
wing	_	_
of	_	_
the	_	_
National	_	_
Unity	_	_
Party	_	_
in	_	_
Myanmar	_	_
,	_	_
have	_	_
been	_	_
charged	_	_
with	_	_
illegal	_	_
entry	_	_
.	_	_
These	_	_
alleged	_	_
members	ARG1	_
of	_	_
the	_	_
Arakan	_	_
Army	_	_
,	_	_
the	_	_
military	_	_
wing	_	_
of	_	_
the	_	_
National	_	_
Unity	_	_
Party	_	_
in	_	_
Myanmar	_	_
,	_	_
have	_	_
been	_	_
charged	_	_
with	_	_
illegal	_	_
entry	ARG2	_
.	_	_
These	_	_
alleged	_	_
members	_	_
of	_	_
the	_	_
Arakan	_	_
Army	_	ARG1
,	_	_
the	_	_
military	_	_
wing	_	_
of	_	_
the	_	_
National	_	_
Unity	_	_
Party	_	_
in	_	_
Myanmar	_	_
,	_	_
have	_	_
been	_	_
charged	_	_
with	_	_
illegal	ARGM-MNR	_
entry	_	_
.	_	_
It	_	_
is	_	_
likely	ARG2	_
,	_	_
but	_	_
not	_	_
certain	_	_
,	_	_
that	_	_
they	_	_
will	_	_
be	_	_
deported	ARG1	_
to	_	_
Myanmar	_	_
.	_	_
It	_	_
is	_	_
likely	_	_
,	_	_
but	_	_
not	_	_
certain	_	_
,	_	_
that	_	_
they	_	_
will	_	_
be	_	_
deported	ARG1	_
to	_	_
Myanmar	_	_
.	_	_
It	_	_
is	_	_
likely	_	_
,	_	_
but	_	_
not	_	_
certain	_	_
,	_	_
that	_	_
they	_	_
will	_	_
be	_	_
deported	ARG1	_
to	_	_
Myanmar	_	_
.	_	_
It	_	_
is	_	_
likely	_	_
,	_	_
but	_	_
not	_	_
certain	_	_
,	_	_
that	_	_
they	_	_
will	_	_
be	_	_
deported	_	_
to	_	_
Myanmar	_	_
.	_	_
It	_	_
is	_	_
likely	_	_
,	_	_
but	_	_
not	_	_
certain	_	_
,	_	_
that	_	_
they	ARG1	_
will	ARGM-MOD	_
be	_	_
deported	_	_
to	_	_
Myanmar	ARGM-GOL	_
.	_	_
But	ARGM-DIS	_
the	_	_
news	ARG1	_
of	_	_
the	_	_
Arakan	_	_
rebels	_	_
is	_	_
just	_	_
the	_	_
tip	ARG2	_
of	_	_
the	_	_
iceberg	_	_
when	_	_
it	_	_
comes	ARGM-TMP	_
to	_	_
growing	_	_
concern	_	_
in	_	_
New	_	_
Delhi	_	_
over	_	_
the	_	_
security	_	_
of	_	_
the	_	_
Andaman	_	_
Islands	_	_
.	_	_
But	_	_
the	_	_
news	_	_
of	_	_
the	_	_
Arakan	_	_
rebels	_	_
is	_	_
just	_	_
the	_	_
tip	_	_
of	_	_
the	_	_
iceberg	_	_
when	ARGM-TMP	_
it	_	_
comes	_	_
to	_	_
growing	_	_
concern	ARG1	_
in	_	_
New	_	_
Delhi	_	_
over	_	_
the	_	_
security	_	_
of	_	_
the	_	_
Andaman	_	_
Islands	_	_
.	_	_
But	_	_
the	_	_
news	_	_
of	_	_
the	_	_
Arakan	_	_
rebels	_	_
is	_	_
just	_	_
the	_	_
tip	_	_
of	_	_
the	_	_
iceberg	_	_
when	_	_
it	_	_
comes	_	_
to	_	_
growing	ARGM-PRD	_
concern	_	_
in	_	_
New	_	_
Delhi	ARGM-LOC	_
over	_	_
the	_	_
security	ARG0	_
of	_	_
the	_	_
Andaman	_	_
Islands	_	_
.	_	_
Reports	_	_
are	_	_
circulating	_	_
in	_	_
the	_	_
intelligence	_	_
community	_	_
that	_	_
the	_	_
Andaman	_	_
Islands	_	_
are	_	_
not	_	_
only	_	_
thick	ARG1	_
with	_	_
Myanmar	_	_
rebels	_	_
.	_	_
Reports	_	_
are	_	_
circulating	_	_
in	_	_
the	_	_
intelligence	_	_
community	_	_
that	_	_
the	_	_
Andaman	_	_
Islands	_	_
are	_	_
not	_	_
only	_	_
thick	_	_
with	_	_
Myanmar	_	_
rebels	_	_
.	_	_
Reports	ARG1	_
are	_	_
circulating	_	_
in	_	_
the	_	_
intelligence	_	_
community	ARGM-LOC	_
that	_	_
the	_	_
Andaman	_	_
Islands	_	_
are	_	_
not	_	_
only	_	_
thick	C-ARG1	_
with	_	_
Myanmar	_	_
rebels	_	_
.	_	_
Reports	_	_
are	_	_
circulating	_	_
in	_	_
the	_	_
intelligence	_	_
community	_	_
that	_	_
the	_	_
Andaman	_	_
Islands	ARG1	_
are	_	_
not	ARGM-NEG	_
only	ARGM-ADV	_
thick	ARG2	_
with	_	_
Myanmar	_	_
rebels	_	_
.	_	_
Reports	_	_
are	_	_
circulating	_	_
in	_	_
the	_	_
intelligence	_	_
community	_	_
that	_	_
the	_	_
Andaman	_	_
Islands	ARG1	_
are	_	_
not	ARGM-NEG	_
only	ARGM-ADV	_
thick	_	_
with	_	_
Myanmar	_	_
rebels	ARG2	_
.	_	_
It	_	_
has	_	_
also	_	_
become	_	_
an	_	_
arms	_	_
depot	_	_
of	_	_
the	_	_
Liberation	_	_
Tigers	_	_
of	_	_
Tamil	_	_
Eelam	_	_
(	_	_
LTTE	_	_
)	_	_
,	_	_
who	_	_
operate	_	_
almost	_	_
freely	_	_
in	_	_
the	_	_
Andaman	_	_
Sea	_	_
.	_	_
It	ARG1	_
has	_	_
also	ARGM-DIS	_
become	_	_
an	_	_
arms	_	_
depot	ARG2	_
of	_	_
the	_	_
Liberation	_	_
Tigers	_	_
of	_	_
Tamil	_	_
Eelam	_	_
(	_	_
LTTE	_	_
)	_	_
,	_	_
who	_	_
operate	_	_
almost	_	_
freely	_	_
in	_	_
the	_	_
Andaman	_	_
Sea	_	_
.	_	_
It	_	_
has	_	_
also	_	_
become	_	_
an	_	_
arms	_	_
depot	_	_
of	_	_
the	_	_
Liberation	_	_
Tigers	ARG0	_
of	_	_
Tamil	_	_
Eelam	_	_
(	_	_
LTTE	_	_
)	_	_
,	_	_
who	R-ARG0	_
operate	_	_
almost	_	_
freely	ARGM-MNR	_
in	_	_
the	_	_
Andaman	_	_
Sea	ARGM-LOC	_
.	_	_
Information	ARG0	_
pointing	_	_
in	_	_
this	_	_
direction	ARG2	_
came	_	_
to	_	_
light	_	_
after	_	_
the	_	_
December	_	_
26	_	_
tsunami	_	_
,	_	_
which	_	_
took	_	_
a	_	_
heavy	_	_
toll	_	_
on	_	_
the	_	_
Andamans	_	_
.	_	_
Information	ARG1	_
pointing	_	_
in	_	_
this	_	_
direction	_	_
came	_	_
to	_	_
light	ARG2	_
after	_	_
the	_	_
December	_	_
26	_	_
tsunami	ARGM-TMP	_
,	_	_
which	_	_
took	_	_
a	_	_
heavy	_	_
toll	_	_
on	_	_
the	_	_
Andamans	_	_
.	_	_
Information	_	_
pointing	_	_
in	_	_
this	_	_
direction	_	_
came	_	_
to	_	_
light	_	_
after	_	_
the	_	_
December	ARGM-TMP	_
26	_	_
tsunami	_	_
,	_	_
which	_	_
took	ARGM-ADJ	_
a	_	_
heavy	_	_
toll	_	_
on	_	_
the	_	_
Andamans	_	_
.	_	_
Information	_	_
pointing	_	_
in	_	_
this	_	_
direction	_	_
came	_	_
to	_	_
light	_	_
after	_	_
the	_	_
December	_	_
26	_	_
tsunami	ARG0	_
,	_	_
which	R-ARG0	_
took	_	_
a	_	_
heavy	_	_
toll	ARG1	_
on	_	_
the	_	_
Andamans	ARG2	_
.	_	_
Correspondents	ARG0	_
who	R-ARG0	_
flocked	_	_
in	ARG1	_
to	_	_
cover	ARGM-PRP	_
the	_	_
tsunami	_	_
found	_	_
they	_	_
also	_	_
had	_	_
another	_	_
story	_	_
-	_	_
the	_	_
miserable	_	_
security	_	_
situation	_	_
surrounding	_	_
the	_	_
Indian	_	_
navy	_	_
's	_	_
Far	_	_
Eastern	_	_
Naval	_	_
Command	_	_
,	_	_
now	_	_
being	_	_
established	_	_
along	_	_
with	_	_
India	_	_
's	_	_
"	_	_
blue	_	_
water	_	_
navy	_	_
"	_	_
.	_	_
Correspondents	ARG0	_
who	R-ARG0	_
flocked	_	_
in	_	_
to	_	_
cover	_	_
the	_	_
tsunami	ARG1	_
found	_	_
they	_	_
also	_	_
had	_	_
another	_	_
story	_	_
-	_	_
the	_	_
miserable	_	_
security	_	_
situation	_	_
surrounding	_	_
the	_	_
Indian	_	_
navy	_	_
's	_	_
Far	_	_
Eastern	_	_
Naval	_	_
Command	_	_
,	_	_
now	_	_
being	_	_
established	_	_
along	_	_
with	_	_
India	_	_
's	_	_
"	_	_
blue	_	_
water	_	_
navy	_	_
"	_	_
.	_	_
Correspondents	_	_
who	_	_
flocked	_	_
in	_	_
to	_	_
cover	_	_
the	_	_
tsunami	_	_
found	_	_
they	_	_
also	_	_
had	_	_
another	_	_
story	_	_
-	_	_
the	_	_
miserable	_	_
security	_	_
situation	_	_
surrounding	_	_
the	_	_
Indian	_	_
navy	_	_
's	_	_
Far	_	_
Eastern	_	_
Naval	_	_
Command	_	_
,	_	_
now	_	_
being	_	_
established	_	_
along	_	_
with	_	_
India	_	_
's	_	_
"	_	_
blue	_	_
water	_	_
navy	_	_
"	_	_
.	_	_
Correspondents	ARG0	_
who	_	_
flocked	_	_
in	_	_
to	_	_
cover	_	_
the	_	_
tsunami	_	_
found	_	_
they	_	_
also	_	_
had	ARG1	_
another	_	_
story	_	_
-	_	_
the	_	_
miserable	_	_
security	_	_
situation	_	_
surrounding	_	_
the	_	_
Indian	_	_
navy	_	_
's	_	_
Far	_	_
Eastern	_	_
Naval	_	_
Command	_	_
,	_	_
now	_	_
being	_	_
established	_	_
along	_	_
with	_	_
India	_	_
's	_	_
"	_	_
blue	_	_
water	_	_
navy	_	_
"	_	_
.	_	_
Correspondents	_	_
who	_	_
flocked	_	_
in	_	_
to	_	_
cover	_	_
the	_	_
tsunami	_	_
found	_	_
they	ARG0	_
also	ARGM-DIS	_
had	_	_
another	_	_
story	ARG1	_
-	_	_
the	_	_
miserable	_	_
security	_	_
situation	_	_
surrounding	_	_
the	_	_
Indian	_	_
navy	_	_
's	_	_
Far	_	_
Eastern	_	_
Naval	_	_
Command	_	_
,	_	_
now	_	_
being	_	_
established	_	_
along	_	_
with	_	_
India	_	_
's	_	_
"	_	_
blue	_	_
water	_	_
navy	_	_
"	_	_
.	_	_
Correspondents	_	_
who	_	_
flocked	_	_
in	_	_
to	_	_
cover	_	_
the	_	_
tsunami	_	_
found	_	_
they	_	_
also	_	_
had	_	_
another	_	_
story	_	_
-	_	_
the	_	_
miserable	_	_
security	_	_
situation	ARG1	_
surrounding	_	_
the	_	_
Indian	_	_
navy	_	_
's	_	_
Far	_	_
Eastern	_	_
Naval	_	_
Command	ARG2	_
,	_	_
now	_	_
being	_	_
established	_	_
along	_	_
with	_	_
India	_	_
's	_	_
"	_	_
blue	_	_
water	_	_
navy	_	_
"	_	_
.	_	_
Correspondents	_	_
who	_	_
flocked	_	_
in	_	_
to	_	_
cover	_	_
the	_	_
tsunami	_	_
found	_	_
they	_	_
also	_	_
had	_	_
another	_	_
story	_	_
-	_	_
the	_	_
miserable	_	_
security	_	_
situation	_	_
surrounding	_	_
the	_	_
Indian	_	_
navy	_	_
's	_	_
Far	_	_
Eastern	_	_
Naval	_	_
Command	_	_
,	_	_
now	_	_
being	_	_
established	_	_
along	_	_
with	_	_
India	_	_
's	_	_
"	_	_
blue	_	_
water	_	_
navy	_	_
"	_	_
.	_	_
Correspondents	_	_
who	_	_
flocked	_	_
in	_	_
to	_	_
cover	_	_
the	_	_
tsunami	_	_
found	_	_
they	_	_
also	_	_
had	_	_
another	_	_
story	_	_
-	_	_
the	_	_
miserable	_	_
security	_	_
situation	_	_
surrounding	_	_
the	_	_
Indian	_	_
navy	_	_
's	_	_
Far	_	_
Eastern	_	_
Naval	_	_
Command	ARG1	_
,	_	_
now	ARGM-TMP	_
being	_	_
established	_	_
along	_	_
with	_	_
India	_	_
's	_	_
"	_	_
blue	_	_
water	_	_
navy	ARGM-ADV	_
"	_	_
.	_	_
Deteriorating	_	_
security	_	_
Security	_	_
problems	ARG1	_
in	_	_
the	_	_
Andaman	_	_
Sea	_	_
are	_	_
not	ARGM-NEG	_
new	ARG2	_
,	_	_
but	_	_
they	_	_
have	_	_
deteriorated	_	_
during	_	_
the	_	_
past	_	_
few	_	_
years	_	_
,	_	_
in	_	_
tandem	_	_
with	_	_
a	_	_
deterioration	_	_
in	_	_
the	_	_
security	_	_
situation	_	_
in	_	_
Bangladesh	_	_
,	_	_
Nepal	_	_
and	_	_
Bhutan	_	_
,	_	_
and	_	_
particularly	_	_
in	_	_
the	_	_
northeastern	_	_
Indian	_	_
states	_	_
of	_	_
Manipur	_	_
,	_	_
Nagaland	_	_
and	_	_
Tripura	_	_
.	_	_
Security	_	_
problems	ARG1	_
in	_	_
the	_	_
Andaman	_	_
Sea	_	_
are	_	_
not	ARGM-NEG	_
new	_	_
,	_	_
but	_	_
they	_	_
have	_	_
deteriorated	_	_
during	_	_
the	_	_
past	_	_
few	_	_
years	_	_
,	_	_
in	_	_
tandem	_	_
with	_	_
a	_	_
deterioration	_	_
in	_	_
the	_	_
security	_	_
situation	_	_
in	_	_
Bangladesh	_	_
,	_	_
Nepal	_	_
and	_	_
Bhutan	_	_
,	_	_
and	_	_
particularly	_	_
in	_	_
the	_	_
northeastern	_	_
Indian	_	_
states	_	_
of	_	_
Manipur	_	_
,	_	_
Nagaland	_	_
and	_	_
Tripura	_	_
.	_	_
Security	_	_
problems	_	_
in	_	_
the	_	_
Andaman	_	_
Sea	_	_
are	_	_
not	_	_
new	_	_
,	_	_
but	_	_
they	_	_
have	_	_
deteriorated	_	_
during	_	_
the	_	_
past	_	_
few	_	_
years	_	_
,	_	_
in	_	_
tandem	_	_
with	_	_
a	_	_
deterioration	_	_
in	_	_
the	_	_
security	_	_
situation	_	_
in	_	_
Bangladesh	_	_
,	_	_
Nepal	_	_
and	_	_
Bhutan	_	_
,	_	_
and	_	_
particularly	_	_
in	_	_
the	_	_
northeastern	_	_
Indian	_	_
states	_	_
of	_	_
Manipur	_	_
,	_	_
Nagaland	_	_
and	_	_
Tripura	_	_
.	_	_
Security	_	_
problems	_	_
in	_	_
the	_	_
Andaman	_	_
Sea	_	_
are	_	_
not	_	_
new	_	_
,	_	_
but	_	_
they	ARG1	_
have	_	_
deteriorated	_	_
during	_	_
the	_	_
past	_	_
few	_	_
years	ARGM-TMP	_
,	_	_
in	_	_
tandem	ARGM-ADV	_
with	_	_
a	_	_
deterioration	_	_
in	_	_
the	_	_
security	_	_
situation	_	_
in	_	_
Bangladesh	_	_
,	_	_
Nepal	_	_
and	_	_
Bhutan	_	_
,	_	_
and	_	_
particularly	_	_
in	_	_
the	_	_
northeastern	_	_
Indian	_	_
states	_	_
of	_	_
Manipur	_	_
,	_	_
Nagaland	_	_
and	_	_
Tripura	_	_
.	_	_
Security	_	_
problems	_	_
in	_	_
the	_	_
Andaman	_	_
Sea	_	_
are	_	_
not	_	_
new	_	_
,	_	_
but	_	_
they	_	_
have	_	_
deteriorated	_	_
during	_	_
the	_	_
past	_	_
few	_	_
years	_	_
,	_	ARG1
in	_	_
tandem	_	_
with	_	_
a	_	_
deterioration	_	_
in	_	_
the	_	_
security	_	_
situation	ARG1	_
in	_	_
Bangladesh	_	_
,	_	_
Nepal	_	_
and	_	_
Bhutan	_	_
,	_	_
and	_	_
particularly	_	_
in	_	_
the	_	_
northeastern	_	_
Indian	_	ARG1
states	_	_
of	_	_
Manipur	_	_
,	_	_
Nagaland	_	_
and	_	_
Tripura	_	_
.	_	_
While	_	_
the	_	_
Indian	_	_
army	_	_
has	_	_
become	_	_
rock	_	_
-	_	_
solid	_	_
in	_	_
the	_	_
western	_	_
front	_	_
,	_	_
and	_	_
has	_	_
developed	_	_
the	_	_
capability	_	_
of	_	_
withstanding	_	_
any	_	_
Pakistani	_	_
adventure	_	_
in	_	_
that	_	_
sector	_	_
,	_	_
it	_	_
has	_	_
become	_	_
highly	_	_
vulnerable	_	_
in	_	_
its	_	_
eastern	_	_
sector	_	_
,	_	_
where	_	_
its	_	_
enemy	_	_
is	_	_
not	_	_
a	_	_
national	_	_
army	_	_
but	_	_
a	_	_
multitude	_	_
of	_	_
secessionist	_	_
,	_	_
terrorist	_	_
and	_	_
drug	_	_
-	_	_
running	_	_
militants	_	_
operating	_	_
between	_	_
Southeast	_	_
Asia	_	_
and	_	_
northeastern	_	_
India	_	_
through	_	_
Bangladesh	_	_
.	_	_
While	_	_
the	_	_
Indian	_	_
army	ARG1	_
has	_	_
become	_	_
rock	_	_
-	_	_
solid	ARG2	_
in	_	_
the	_	_
western	_	_
front	ARGM-LOC	_
,	_	_
and	_	_
has	_	_
developed	_	_
the	_	_
capability	_	_
of	_	_
withstanding	_	_
any	_	_
Pakistani	_	_
adventure	_	_
in	_	_
that	_	_
sector	_	_
,	_	_
it	_	_
has	_	_
become	_	_
highly	_	_
vulnerable	_	_
in	_	_
its	_	_
eastern	_	_
sector	_	_
,	_	_
where	_	_
its	_	_
enemy	_	_
is	_	_
not	_	_
a	_	_
national	_	_
army	_	_
but	_	_
a	_	_
multitude	_	_
of	_	_
secessionist	_	_
,	_	_
terrorist	_	_
and	_	_
drug	_	_
-	_	_
running	_	_
militants	_	_
operating	_	_
between	_	_
Southeast	_	_
Asia	_	_
and	_	_
northeastern	_	_
India	_	_
through	_	_
Bangladesh	_	_
.	_	_
While	_	_
the	_	_
Indian	_	_
army	ARG1	_
has	_	_
become	_	_
rock	ARGM-EXT	_
-	_	_
solid	_	_
in	_	_
the	_	_
western	_	_
front	ARGM-LOC	_
,	_	_
and	_	_
has	_	_
developed	_	_
the	_	_
capability	_	_
of	_	_
withstanding	_	_
any	_	_
Pakistani	_	_
adventure	_	_
in	_	_
that	_	_
sector	_	_
,	_	_
it	_	_
has	_	_
become	_	_
highly	_	_
vulnerable	_	_
in	_	_
its	_	_
eastern	_	_
sector	_	_
,	_	_
where	_	_
its	_	_
enemy	_	_
is	_	_
not	_	_
a	_	_
national	_	_
army	_	_
but	_	_
a	_	_
multitude	_	_
of	_	_
secessionist	_	_
,	_	_
terrorist	_	_
and	_	_
drug	_	_
-	_	_
running	_	_
militants	_	_
operating	_	_
between	_	_
Southeast	_	_
Asia	_	_
and	_	_
northeastern	_	_
India	_	_
through	_	_
Bangladesh	_	_
.	_	_
While	_	_
the	_	_
Indian	_	_
army	_	_
has	_	_
become	_	_
rock	_	_
-	_	_
solid	_	_
in	_	_
the	_	_
western	_	_
front	_	_
,	_	_
and	_	_
has	_	_
developed	_	_
the	_	_
capability	_	_
of	_	_
withstanding	_	_
any	_	_
Pakistani	_	_
adventure	_	_
in	_	_
that	_	_
sector	_	_
,	_	_
it	_	_
has	_	_
become	_	_
highly	_	_
vulnerable	_	_
in	_	_
its	_	_
eastern	_	_
sector	_	_
,	_	_
where	_	_
its	_	_
enemy	_	_
is	_	_
not	_	_
a	_	_
national	_	_
army	_	_
but	_	_
a	_	_
multitude	_	_
of	_	_
secessionist	_	_
,	_	_
terrorist	_	_
and	_	_
drug	_	_
-	_	_
running	_	_
militants	_	_
operating	_	_
between	_	_
Southeast	_	_
Asia	_	_
and	_	_
northeastern	_	_
India	_	_
through	_	_
Bangladesh	_	_
.	_	_
While	_	_
the	_	_
Indian	_	_
army	ARG0	_
has	_	_
become	_	_
rock	_	_
-	_	_
solid	_	_
in	_	_
the	_	_
western	_	_
front	_	_
,	_	_
and	_	_
has	_	_
developed	_	_
the	_	_
capability	ARG1	_
of	_	_
withstanding	_	_
any	_	_
Pakistani	_	_
adventure	_	_
in	_	_
that	_	_
sector	_	_
,	_	_
it	_	_
has	_	_
become	_	_
highly	_	_
vulnerable	_	_
in	_	_
its	_	_
eastern	_	_
sector	_	_
,	_	_
where	_	_
its	_	_
enemy	_	_
is	_	_
not	_	_
a	_	_
national	_	_
army	_	_
but	_	_
a	_	_
multitude	_	_
of	_	_
secessionist	_	_
,	_	_
terrorist	_	_
and	_	_
drug	_	_
-	_	_
running	_	_
militants	_	_
operating	_	_
between	_	_
Southeast	_	_
Asia	_	_
and	_	_
northeastern	_	_
India	_	_
through	_	_
Bangladesh	_	_
.	_	_
While	_	_
the	_	_
Indian	_	_
army	_	_
has	_	_
become	_	_
rock	_	_
-	_	_
solid	_	_
in	_	_
the	_	_
western	_	_
front	_	_
,	_	_
and	_	_
has	_	_
developed	_	_
the	_	_
capability	_	_
of	_	_
withstanding	_	_
any	_	_
Pakistani	_	_
adventure	ARG1	_
in	_	_
that	_	_
sector	_	_
,	_	_
it	_	_
has	_	_
become	_	_
highly	_	_
vulnerable	_	_
